idkab;nmprov;nmkab;persen_anggaran_kesehatan;persen_anggaran_sampah;persen_anggaran_lh;adap_score;adap_score_hat
5203;NUSA TENGGARA BARAT;LOMBOK TIMUR ;19.18;0.21;0.01;41.5452527860124;43.521759289632385
5204;NUSA TENGGARA BARAT;SUMBAWA ;23.74;0.36;0.15;46.3365265943504;46.82193081024619
5205;NUSA TENGGARA BARAT;DOMPU ;16.73;0.27;0.03;45.7949889806467;42.790127473904626
5206;NUSA TENGGARA BARAT;BIMA ;16.94;0.08;0.11;45.770184270437;42.30533855043142
5207;NUSA TENGGARA BARAT;SUMBAWA BARAT ;13.5;0.19;0.19;55.4549980896094;41.60579925131028
5208;NUSA TENGGARA BARAT;LOMBOK UTARA ;19.87;1.08;0.03;36.8861537257051;48.01366667049163
5271;NUSA TENGGARA BARAT;MATARAM KOTA;22.32;1.67;0.05;54.0152544703811;51.97063197175087
5272;NUSA TENGGARA BARAT;BIMA KOTA;18.85;0.43;0.12;51.8230900433084;44.849200104400104
5301;NUSA TENGGARA TIMUR;SUMBA BARAT ;22.42;0.23;0.08;35.260585403448;45.34109760268532
5302;NUSA TENGGARA TIMUR;SUMBA TIMUR ;19.03;0.01;0.17;36.5280022118677;43.14679806158771
5303;NUSA TENGGARA TIMUR;KUPANG ;15.69;0.07;0.16;36.8907231568429;41.89854073966583
5304;NUSA TENGGARA TIMUR;TIMOR TENGAH SELATAN ;19.52;0.13;0.01;30.2467114002083;43.2961892243418
5305;NUSA TENGGARA TIMUR;TIMOR TENGAH UTARA ;22.2;0.33;0.04;40.9457253160601;45.55572289927281
5306;NUSA TENGGARA TIMUR;BELU ;22.12;0.41;0.2;41.2440516795423;46.53295333419334
5307;NUSA TENGGARA TIMUR;ALOR ;18.71;0.17;0.02;42.7106898928783;43.16288197048054
5308;NUSA TENGGARA TIMUR;LEMBATA ;12.35;0.0;0.01;43.4435185141909;39.48088928489068
5309;NUSA TENGGARA TIMUR;FLORES TIMUR ;17.04;0.15;0.02;46.2744241615689;42.32273370617652
5310;NUSA TENGGARA TIMUR;SIKKA ;23.62;0.04;0.0;42.8998357326915;44.6628788993125
5311;NUSA TENGGARA TIMUR;ENDE ;20.46;0.41;0.03;41.0278941777637;45.11635292863006
5312;NUSA TENGGARA TIMUR;NGADA ;18.9;0.34;0.01;46.4401068849569;44.01000491429079
5313;NUSA TENGGARA TIMUR;MANGGARAI ;18.63;0.46;0.01;40.7480904114922;44.45554028545487
5314;NUSA TENGGARA TIMUR;ROTE NDAO ;15.29;0.08;0.08;39.4335046042899;41.449308845681266
5315;NUSA TENGGARA TIMUR;MANGGARAI BARAT ;18.28;0.56;0.01;39.9829899161827;44.770996702451924
5316;NUSA TENGGARA TIMUR;SUMBA TENGAH ;16.79;0.06;0.33;37.3812817968983;43.01787774281778
5317;NUSA TENGGARA TIMUR;SUMBA BARAT DAYA ;12.78;0.07;0.08;27.5180716753788;40.281205723290626
5318;NUSA TENGGARA TIMUR;NAGEKEO ;16.78;0.0;0.02;42.6125931106174;41.498980270330314
5319;NUSA TENGGARA TIMUR;MANGGARAI TIMUR ;16.39;0.11;0.04;38.2727020674696;41.9231929575389
5320;NUSA TENGGARA TIMUR;SABU RAIJUA ;14.65;0.0;0.15;38.0871617156565;41.064138426089755
5321;NUSA TENGGARA TIMUR;MALAKA ;19.45;0.12;0.0;40.3995036975867;43.17803043766937
5371;NUSA TENGGARA TIMUR;KUPANG KOTA;13.08;0.73;0.09;54.8131279715991;43.56852532226341
6101;KALIMANTAN BARAT;SAMBAS ;15.23;0.47;0.1;40.4593166074545;43.34182515851895
6102;KALIMANTAN BARAT;BENGKAYANG ;15.79;0.13;0.11;38.363847856022;42.02764689894029
6103;KALIMANTAN BARAT;LANDAK ;19.71;0.37;0.13;33.79120678846;44.98992793629702
6104;KALIMANTAN BARAT;MEMPAWAH ;26.63;0.48;0.03;42.0750933159774;48.202011807024
6105;KALIMANTAN BARAT;SANGGAU ;15.91;0.15;0.15;33.9304568742319;42.33447633372022
6106;KALIMANTAN BARAT;KETAPANG ;12.08;0.39;0.17;34.1354349655079;41.835727714748955
6107;KALIMANTAN BARAT;SINTANG ;17.21;0.09;0.06;31.0927075391165;42.27448357884844
6108;KALIMANTAN BARAT;KAPUAS HULU ;13.39;0.1;0.12;37.9222260564982;40.85403764745699
6109;KALIMANTAN BARAT;SEKADAU ;19.65;0.22;0.03;33.7367565364837;43.85827364045389
6110;KALIMANTAN BARAT;MELAWI ;10.85;0.07;0.06;28.8492897692574;39.33985414187625
6111;KALIMANTAN BARAT;KAYONG UTARA ;15.27;0.04;0.3;43.0140249509209;42.12555182297527
6112;KALIMANTAN BARAT;KUBU RAYA ;12.05;1.05;0.09;39.47498418685;44.61817845911453
6172;KALIMANTAN BARAT;SINGKAWANG KOTA;27.87;0.56;0.01;47.8388574704061;49.05374178686296
6201;KALIMANTAN TENGAH;KOTAWARINGIN BARAT ;23.73;0.72;0.08;48.0345500817126;48.23775207311822
6202;KALIMANTAN TENGAH;KOTAWARINGIN TIMUR ;18.77;0.13;0.02;36.024427313405;43.00097264593899
6203;KALIMANTAN TENGAH;KAPUAS ;14.3;0.24;0.12;36.2429958227538;41.92089489175081
6204;KALIMANTAN TENGAH;BARITO SELATAN ;17.3;0.37;0.05;38.4493481558414;43.595885155813946
6205;KALIMANTAN TENGAH;BARITO UTARA ;19.51;0.65;0.14;40.5021691075792;46.261263567315844
6206;KALIMANTAN TENGAH;SUKAMARA ;16.39;0.16;0.29;48.3491548586875;43.1521178344841
6207;KALIMANTAN TENGAH;LAMANDAU ;19.78;0.48;0.03;41.081477670432;45.142908175301834
6208;KALIMANTAN TENGAH;SERUYAN ;15.78;0.56;0.13;37.2232175885039;44.131196828215806
6209;KALIMANTAN TENGAH;KATINGAN ;14.24;0.33;0.26;37.0290119187921;42.874789563448424
6210;KALIMANTAN TENGAH;PULANG PISAU ;16.21;0.02;0.31;43.9314332275781;42.49071080546354
6211;KALIMANTAN TENGAH;GUNUNG MAS ;16.56;0.25;0.28;36.6144107770198;43.612900303161425
6212;KALIMANTAN TENGAH;BARITO TIMUR ;12.37;0.09;0.03;46.5800908448396;39.993849409106495
6213;KALIMANTAN TENGAH;MURUNG RAYA ;16.39;0.2;0.03;36.0219004943461;42.3080560660129
6271;KALIMANTAN TENGAH;PALANGKA RAYA KOTA;13.34;0.53;0.12;48.3640081367619;42.860280646990375
6301;KALIMANTAN SELATAN;TANAH LAUT ;18.61;0.19;0.2;45.8309279687985;43.92756767756322
6302;KALIMANTAN SELATAN;KOTABARU ;14.11;0.12;0.12;41.3531084071258;41.269930663565965
6303;KALIMANTAN SELATAN;BANJAR ;20.94;1.16;0.11;40.8445160547365;49.18669504448103
6304;KALIMANTAN SELATAN;BARITO KUALA ;13.18;0.06;0.04;41.1014815572205;40.25377631205066
6305;KALIMANTAN SELATAN;TAPIN ;12.7;0.5;0.14;43.6944873655369;42.512381841282746
6306;KALIMANTAN SELATAN;HULU SUNGAI SELATAN ;27.89;0.73;0.14;47.9630671492413;50.38105022656515
6307;KALIMANTAN SELATAN;HULU SUNGAI TENGAH ;20.24;0.58;0.27;44.7712888261525;46.773420624893184
6308;KALIMANTAN SELATAN;HULU SUNGAI UTARA ;30.89;0.34;0.11;46.6735095279251;49.76177048533781
6309;KALIMANTAN SELATAN;TABALONG ;14.29;1.25;0.12;47.3207195859363;46.68121496646047
6310;KALIMANTAN SELATAN;TANAH BUMBU ;14.53;0.41;0.16;46.6525319302967;42.98449009160931
6311;KALIMANTAN SELATAN;BALANGAN ;14.49;0.32;0.08;49.3912299726498;42.22426762534554
6371;KALIMANTAN SELATAN;BANJARMASIN KOTA;16.23;4.14;0.33;55.6537785965614;62.015638509177215
6372;KALIMANTAN SELATAN;BANJAR BARU KOTA;11.3;1.8;0.11;51.981167704035;47.90089102205861
6401;KALIMANTAN TIMUR;PASER ;10.94;0.36;0.14;44.9655830114337;41.0659277959723
6402;KALIMANTAN TIMUR;KUTAI BARAT ;14.96;0.09;0.07;42.8912120826348;41.30939029276924
6403;KALIMANTAN TIMUR;KUTAI KARTANEGARA ;15.64;0.22;0.35;42.3006653143345;43.33856672253109
6404;KALIMANTAN TIMUR;KUTAI TIMUR ;15.18;0.36;0.11;43.222454003836;42.84028063003143
6405;KALIMANTAN TIMUR;BERAU ;16.78;0.56;0.13;49.9667745846579;44.57778130000006
6409;KALIMANTAN TIMUR;PENAJAM PASER UTARA ;18.8;0.23;0.0;45.7724464677556;43.406687611343294
6411;KALIMANTAN TIMUR;MAHAKAM HULU ;12.3;0.14;0.18;39.8261893133519;40.794295618673026
6471;KALIMANTAN TIMUR;BALIKPAPAN KOTA;16.45;2.73;0.24;56.0488570151582;55.104561266137715
6472;KALIMANTAN TIMUR;SAMARINDA KOTA;11.58;0.11;0.02;55.6824503368615;39.695678097385866
6474;KALIMANTAN TIMUR;BONTANG KOTA;19.92;1.19;0.42;54.5742809943951;50.10408221639425
6501;KALIMANTAN UTARA;MALINAU ;13.74;0.55;0.09;41.4384579383331;43.01410130582226
6502;KALIMANTAN UTARA;BULUNGAN ;25.57;0.85;0.04;48.4376532900175;49.513869676217745
6503;KALIMANTAN UTARA;TANA TIDUNG ;17.07;0.55;0.05;48.7771159350838;44.34234049512233
6504;KALIMANTAN UTARA;NUNUKAN ;17.5;0.58;0.13;34.1720505671656;44.993674316109036
6571;KALIMANTAN UTARA;TARAKAN KOTA;14.57;1.41;0.05;54.8267116197708;47.28302376190688
7101;SULAWESI UTARA;BOLAANG MONGONDOW ;18.15;0.04;0.17;43.4730299793994;42.895332021054024
7102;SULAWESI UTARA;MINAHASA ;19.42;0.51;0.17;48.3582585889751;45.679770916191245
7103;SULAWESI UTARA;KEPULAUAN SANGIHE ;24.21;0.22;0.03;44.7086638412139;45.89469883179011
7104;SULAWESI UTARA;KEPULAUAN TALAUD ;28.23;0.0;0.16;45.5618103749519;47.16847732835535
7105;SULAWESI UTARA;MINAHASA SELATAN ;11.56;0.24;0.03;46.472837582003;40.33975746014355
7106;SULAWESI UTARA;MINAHASA UTARA ;19.42;0.48;0.02;44.8101939288849;44.942415990024124
7107;SULAWESI UTARA;BOLAANG MONGONDOW UTARA ;25.87;0.38;0.05;45.3535063180584;47.47029017721719
7108;SULAWESI UTARA;SIAU TAGULANDANG BIARO ;19.37;0.65;0.11;47.0089419205957;46.07957641495992
7109;SULAWESI UTARA;MINAHASA TENGGARA ;11.8;0.05;0.03;47.3114372011652;39.550591867340856
7110;SULAWESI UTARA;BOLAANG MONGONDOW SELATAN ;18.41;0.26;0.04;44.0841117935329;43.532935063725404
7111;SULAWESI UTARA;BOLAANG MONGONDOW TIMUR ;22.41;0.06;0.07;47.2699224425455;44.4949163129255
7171;SULAWESI UTARA;MANADO KOTA;11.64;2.36;0.01;55.2373477216913;50.297373487992076
7172;SULAWESI UTARA;BITUNG KOTA;13.51;1.65;0.02;49.0527904840167;47.82270525260112
7173;SULAWESI UTARA;TOMOHON KOTA;15.15;0.59;0.02;55.4439955928338;43.55443737583903
7174;SULAWESI UTARA;KOTAMOBAGU KOTA;19.14;1.15;0.03;51.1361804400491;48.0178926935742
7201;SULAWESI TENGAH;BANGGAI KEPULAUAN ;14.76;0.28;0.06;44.035850170183;42.07669748900793
7202;SULAWESI TENGAH;BANGGAI ;26.23;0.6;0.06;45.5462104173314;48.708656523162276
7203;SULAWESI TENGAH;MOROWALI ;14.36;0.51;0.15;43.0748758124095;43.34060993809214
7204;SULAWESI TENGAH;POSO ;18.56;0.13;0.02;51.1680818979094;42.90718990686429
7205;SULAWESI TENGAH;DONGGALA ;13.32;0.08;0.04;40.5069269044437;40.41065033452477
7206;SULAWESI TENGAH;TOLI-TOLI ;21.48;0.3;0.05;42.3255577542542;45.13237556038707
7207;SULAWESI TENGAH;BUOL ;19.57;0.02;0.1;44.951283571502;43.15707734651572
7208;SULAWESI TENGAH;PARIGI MOUTONG ;17.93;0.03;0.0;43.2282234630043;42.07463715664792
7209;SULAWESI TENGAH;TOJO UNA-UNA ;19.66;0.33;0.03;40.2414639556521;44.38167656550542
7210;SULAWESI TENGAH;SIGI ;18.16;0.08;0.02;40.7537126401258;42.492675627089824
7211;SULAWESI TENGAH;BANGGAI LAUT ;15.67;0.01;0.04;44.4369290734567;41.1298911557327
7212;SULAWESI TENGAH;MOROWALI UTARA ;19.0;0.02;0.13;44.2728888717331;43.021689523904826
7271;SULAWESI TENGAH;PALU KOTA;16.84;1.4;0.19;54.6790254303027;48.80569927074028
7301;SULAWESI SELATAN;KEPULAUAN SELAYAR ;25.55;0.54;0.39;43.907974470604;49.43274108244351
7302;SULAWESI SELATAN;BULUKUMBA ;19.03;0.5;0.03;43.1450251417361;44.90232201788795
7303;SULAWESI SELATAN;BANTAENG ;21.2;0.45;0.47;46.4864603298411;47.383287949755626
7304;SULAWESI SELATAN;JENEPONTO ;22.95;0.12;0.01;42.7770618760187;44.78079786434965
7305;SULAWESI SELATAN;TAKALAR ;29.65;0.17;0.1;44.07401376314;48.36629029528334
7306;SULAWESI SELATAN;GOWA ;16.25;0.36;0.0;44.12726090571;42.88118648505143
7307;SULAWESI SELATAN;SINJAI ;20.95;0.21;0.35;46.7833926496562;45.66275416949335
7308;SULAWESI SELATAN;MAROS ;18.75;0.8;0.01;47.136364275799;46.11311776128221
7309;SULAWESI SELATAN;PANGKAJENE DAN KEPULAUAN ;23.09;0.2;0.02;41.4542086261063;45.260450251532056
7310;SULAWESI SELATAN;BARRU ;24.74;0.42;0.01;46.1824407018525;46.99546701520808
7311;SULAWESI SELATAN;BONE ;15.65;0.17;0.08;41.1758909921856;42.03466413943298
7312;SULAWESI SELATAN;SOPPENG ;19.77;0.25;0.01;48.9679879939884;43.97394852083371
7313;SULAWESI SELATAN;WAJO ;19.95;0.09;0.0;42.1946260633848;43.25979437892504
7314;SULAWESI SELATAN;SIDENRENG RAPPANG ;21.19;0.41;0.03;47.0764376654126;45.44235959303256
7315;SULAWESI SELATAN;PINRANG ;21.97;0.54;0.11;45.3140154735306;46.7217589612653
7316;SULAWESI SELATAN;ENREKANG ;19.27;0.0;0.01;46.4207930805875;42.57125382963774
7317;SULAWESI SELATAN;LUWU ;16.25;0.14;0.29;44.025947259137;42.995243812009996
7318;SULAWESI SELATAN;TANA TORAJA ;19.77;0.04;0.0;41.6984355385651;42.94352868294311
7322;SULAWESI SELATAN;LUWU UTARA ;17.98;0.2;0.11;42.622051690995;43.335899579632894
7325;SULAWESI SELATAN;LUWU TIMUR ;23.43;0.26;0.05;47.4193819451937;45.814510887517756
7326;SULAWESI SELATAN;TORAJA UTARA ;13.79;0.21;0.04;43.9608545038675;41.23383431302136
7371;SULAWESI SELATAN;MAKASSAR KOTA;11.55;0.84;0.05;52.4659271648452;43.24530105902567
7372;SULAWESI SELATAN;PAREPARE KOTA;26.58;1.08;0.07;52.5867266287884;51.16913557790551
7373;SULAWESI SELATAN;PALOPO KOTA;23.87;0.9;0.16;51.6280754859782;49.4672178704698
7401;SULAWESI TENGGARA;BUTON ;12.74;0.19;0.01;42.6971599165376;40.551403094917454
7402;SULAWESI TENGGARA;MUNA ;16.33;0.07;0.02;48.4433887939037;41.62824994551247
7403;SULAWESI TENGGARA;KONAWE ;14.81;0.36;0.07;44.5659803858177;42.516157273729746
7404;SULAWESI TENGGARA;KOLAKA ;20.65;0.39;0.26;45.1146664063559;46.020452616858435
7405;SULAWESI TENGGARA;KONAWE SELATAN ;9.9;0.12;0.01;41.2719710879026;38.95287050756509
7406;SULAWESI TENGGARA;BOMBANA ;14.27;0.16;0.01;43.309804114259;41.09314904211091
7407;SULAWESI TENGGARA;WAKATOBI ;19.12;0.88;0.02;48.7343686661811;46.69548457697499
7408;SULAWESI TENGGARA;KOLAKA UTARA ;15.2;0.44;0.01;50.2155651148607;42.829403350810566
7409;SULAWESI TENGGARA;BUTON UTARA ;11.13;0.25;0.08;46.0328334890411;40.39351111266536
7410;SULAWESI TENGGARA;KONAWE UTARA ;8.15;0.03;0.06;41.623173267914;37.94537167521014
7411;SULAWESI TENGGARA;KOLAKA TIMUR ;12.15;0.0;0.02;40.2427633744961;39.431294165969206
7412;SULAWESI TENGGARA;KONAWE KEPULAUAN ;11.79;0.04;0.01;40.9195901021862;39.4195063735401
7413;SULAWESI TENGGARA;MUNA BARAT ;19.98;0.0;0.06;47.6649089159385;43.08693768178145
7414;SULAWESI TENGGARA;BUTON TENGAH ;15.63;0.06;0.02;43.2428722652469;41.268464717051344
7415;SULAWESI TENGGARA;BUTON SELATAN ;14.89;0.07;0.02;44.5916267037833;40.985168306143144
7471;SULAWESI TENGGARA;KENDARI KOTA;19.13;0.99;0.07;51.9673025016638;47.417496379203406
7472;SULAWESI TENGGARA;BAUBAU KOTA;18.71;0.71;0.04;56.4760272450329;45.789834824807585
7501;GORONTALO;BOALEMO ;15.87;0.03;0.04;46.5021850787578;41.31356024651386
7502;GORONTALO;GORONTALO ;16.17;0.19;0.01;44.5011890644476;42.08318783313746
7503;GORONTALO;POHUWATO ;15.19;0.36;0.04;48.9010259513152;42.56669404670163
7504;GORONTALO;BONE BOLANGO ;18.97;0.28;0.01;48.0825286844284;43.75820923804276
7505;GORONTALO;GORONTALO UTARA ;20.9;0.09;0.01;46.3121641890309;43.723771402555464
7571;GORONTALO;GORONTALO KOTA;25.64;0.73;0.01;51.1206033283973;48.85985208439067
7601;SULAWESI BARAT;MAJENE ;16.38;0.29;0.19;44.7592921300431;43.36372351217048
7602;SULAWESI BARAT;POLEWALI MANDAR ;21.55;0.51;0.16;42.5181896576713;46.591274065656336
7603;SULAWESI BARAT;MAMASA ;15.42;0.06;0.06;36.5528601085696;41.33356907971816
7604;SULAWESI BARAT;MAMUJU ;19.53;0.6;0.13;39.7724373091284;45.994592990255384
7606;SULAWESI BARAT;MAMUJU TENGAH ;16.88;0.27;0.05;42.4411851037829;42.93655869554302
8102;MALUKU;MALUKU TENGGARA ;12.85;0.45;0.02;37.6413338907229;41.86682771576509
8103;MALUKU;MALUKU TENGAH ;13.96;0.18;0.01;44.9679469644118;41.049060052282094
8104;MALUKU;BURU ;10.56;0.29;0.02;41.3927564800666;40.08933170398468
8105;MALUKU;KEPULAUAN ARU ;16.01;0.34;0.13;28.5157448362801;43.19603709605881
8106;MALUKU;SERAM BAGIAN BARAT ;13.17;0.04;0.01;38.0225507993652;40.035792944602385
8107;MALUKU;SERAM BAGIAN TIMUR ;14.62;0.13;0.06;33.7377982120856;41.306534189775824
8108;MALUKU;MALUKU BARAT DAYA ;10.7;0.08;0.05;35.3734668357038;39.28032079388539
8109;MALUKU;BURU SELATAN ;12.29;0.02;0.16;31.3308133812548;40.144273044538586
8171;MALUKU;AMBON KOTA;8.13;2.2;0.09;57.1660693687718;48.2928186241179
8172;MALUKU;TUAL KOTA;14.1;1.86;0.03;42.5294092131279;49.11660992884443
8201;MALUKU UTARA;HALMAHERA BARAT ;12.44;0.09;0.07;41.0503511721927;40.1839974238729
8202;MALUKU UTARA;HALMAHERA TENGAH ;12.23;0.23;0.06;43.2131573778742;40.71095828433298
8203;MALUKU UTARA;KEPULAUAN SULA ;14.36;0.45;0.02;36.4358165515573;42.54117026815932
8204;MALUKU UTARA;HALMAHERA SELATAN ;15.2;0.48;0.19;33.2882546012299;43.73309970149597
8205;MALUKU UTARA;HALMAHERA UTARA ;21.01;0.48;0.26;40.1664942576099;46.60580791061015
8206;MALUKU UTARA;HALMAHERA TIMUR ;13.98;0.18;0.13;43.3617137465759;41.53465304694231
8207;MALUKU UTARA;PULAU MOROTAI ;19.78;0.64;0.0;41.8851993651919;45.77856042039016
8208;MALUKU UTARA;PULAU TALIABU ;5.96;0.13;0.01;30.5359196302431;37.240503786947265
8271;MALUKU UTARA;TERNATE KOTA;10.15;1.78;0.08;52.807295395988;47.173801356776266
8272;MALUKU UTARA;TIDORE KEPULAUAN KOTA;17.63;0.58;0.04;49.224610990323;44.69423431852259
9101;PAPUA BARAT;FAKFAK ;15.59;0.14;0.15;38.1911070133248;42.1443932045371
9102;PAPUA BARAT;KAIMANA ;11.37;0.2;0.05;31.3482314919357;40.14564556852668
9103;PAPUA BARAT;TELUK WONDAMA ;10.74;0.54;0.05;34.1437912275052;41.468284690515816
9104;PAPUA BARAT;TELUK BINTUNI ;11.71;0.48;0.04;33.4318600048966;41.578693263438254
9105;PAPUA BARAT;MANOKWARI ;13.43;1.41;0.02;40.7755481517709;46.65475213776669
9106;PAPUA BARAT;SORONG SELATAN ;12.4;0.3;0.22;29.7957735195208;41.75265873898742
9108;PAPUA BARAT;RAJA AMPAT ;16.46;0.84;0.06;29.1256516626194;45.47775259092175
9109;PAPUA BARAT;TAMBRAUW ;25.91;0.56;0.01;24.1118973753366;48.178436222165814
9110;PAPUA BARAT;MAYBRAT ;18.65;0.02;0.02;34.4618418244402;42.42844542899118
9111;PAPUA BARAT;MANOKWARI SELATAN ;8.62;0.13;0.02;36.228925263602;38.46814025732877
9171;PAPUA BARAT;SORONG KOTA;19.7;1.29;0.33;48.3761148458726;50.12009863580485
9401;PAPUA;MERAUKE ;16.8;0.37;0.12;36.0885725119253;43.65064534796946
9402;PAPUA;JAYAWIJAYA ;18.9;0.53;0.03;25.4742142845228;44.98579433119246
9403;PAPUA;JAYAPURA ;12.42;0.35;0.19;40.2857917934003;41.87830559317774
9404;PAPUA;NABIRE ;17.78;0.13;0.06;36.2309265055919;42.71774112061408
9409;PAPUA;BIAK NUMFOR ;16.71;1.15;0.02;38.2220970957798;46.89297065170307
9410;PAPUA;PANIAI ;14.61;0.37;0.03;15.3099179539541;42.31512937584353
9411;PAPUA;PUNCAK JAYA ;12.71;0.0;0.09;15.3413408628406;39.95943389821603
9412;PAPUA;MIMIKA ;12.72;0.66;0.13;30.5600431127894;43.23640932667751
9414;PAPUA;MAPPI ;21.39;0.13;0.11;22.3892222399126;44.52851994093214
9415;PAPUA;ASMAT ;18.31;0.01;0.01;15.7508936622277;42.18970883493701
9417;PAPUA;PEGUNUNGAN BINTANG ;12.77;0.51;0.16;16.5548185524522;42.67026240339055
9419;PAPUA;SARMI ;11.16;0.26;0.09;33.8137921665343;40.49380652046642
9420;PAPUA;KEEROM ;10.86;0.06;0.37;33.1506556222288;40.52851892687864
9427;PAPUA;SUPIORI ;10.5;0.63;0.07;38.5901614026384;41.86513285206773
9430;PAPUA;LANNY JAYA ;15.75;0.07;0.02;15.2033042861871;41.369230951877604
9431;PAPUA;MAMBERAMO TENGAH ;7.28;0.11;0.11;23.7310647790369;38.13286084763195
9432;PAPUA;YALIMO ;6.62;0.46;0.02;19.362081515251;39.131782554761315
9471;PAPUA;JAYAPURA KOTA;10.5;0.29;0.08;51.4012090240476;40.30086728828989
